time(ms),time(ds),x_accel,y_accel,z_accel,g_measured,TimeInterval
9128.687,912.8687,-0.034332,-0.95076,0.236267,0.980278,3728.361083
9158.226,915.8226,-0.167892,-0.950974,0.157455,0.978433,3728.390622
9187.771,918.7771,-0.272308,-0.948517,0.117722,0.993828,3728.420167
9217.313,921.7313,-0.121628,-0.986923,0.119537,1.001549,3728.449709
9246.858,924.6858,0.046097,-0.94722,0.211487,0.971636,3728.479254
9276.398,927.6398,-0.161636,-0.937347,0.255722,0.984957,3728.508794
9305.939,930.5939,-0.3647,-1.034912,0.195358,1.114547,3728.538335
9335.482,933.5482,0.090179,-0.954971,0.123764,0.967171,3728.567878
9365.02,936.502,-0.129776,-0.925262,0.334213,0.992296,3728.597416
9394.567,939.4567,0.437881,-1.569366,0.335114,1.663416,3728.626963
9424.11,942.411,0.391068,-0.920334,0.57666,1.154333,3728.656506
9453.652,945.3652,0.829437,-0.22316,0.233658,0.890147,3728.686048
9483.196,948.3196,-0.911835,-0.80574,0.972839,1.557908,3728.715592
9512.74,951.274,-1.086853,-3.198288,-1.993851,3.922466,3728.745136
9542.279,954.2279,0.588058,-0.846115,0.261719,1.063118,3728.774675
9571.825,957.1825,0.256714,-0.527939,0.44017,0.733738,3728.804221
9601.371,960.1371,0.344482,-0.526474,0.391068,0.740795,3728.833767
9630.914,963.0914,0.334045,-0.903397,0.63649,1.154483,3728.86331
9660.457,966.0457,0.176132,-1.465668,0.575394,1.584387,3728.892853
9689.997,968.9997,0.243393,-1.795593,0.511703,1.88288,3728.922393
9719.533,971.9533,0.258362,-1.294464,0.49353,1.409241,3728.951929
9749.077,974.9077,0.15715,-0.911057,0.476044,1.039874,3728.981473
9778.617,977.8617,0.135941,-0.621384,0.46344,0.787003,3729.011013
9808.157,980.8157,0.264786,-0.506622,0.33551,0.662831,3729.040553
9837.701,983.7701,0.384964,-0.350372,0.274033,0.588262,3729.070097
9867.241,986.7241,0.444,-0.293869,0.235733,0.582293,3729.099637
9896.778,989.6778,0.174438,-0.278381,0.295517,0.441877,3729.129174
9926.325,992.6325,0.02034,-0.450134,0.712402,0.842942,3729.158721
9955.867,995.5867,0.273987,-0.696747,0.651718,0.992603,3729.188263
9985.413,998.5413,0.595886,-1.046158,0.908966,1.508558,3729.217809
10014.957,1001.4957,0.003708,-1.360535,0.863602,1.611483,3729.247353
10044.5,1004.45,-0.045517,-1.191574,0.231354,1.214679,3729.276896
10074.037,1007.4037,-0.221252,-1.841934,-0.302277,1.87964,3729.306433
10103.584,1010.3584,-0.384323,-1.899612,-0.23465,1.952253,3729.33598
10133.124,1013.3124,0.049194,-1.267441,-0.053162,1.269509,3729.36552
10162.667,1016.2667,0.047256,-1.172363,0.137466,1.181341,3729.395063
10192.209,1019.2209,-0.014328,-1.067215,0.197815,1.085488,3729.424605
10221.751,1022.1751,-0.102661,-0.96666,0.227814,0.998433,3729.454147
10251.287,1025.1287,-0.091904,-1.024094,0.171005,1.042332,3729.483683
10280.832,1028.0832,-0.010574,-0.984375,0.246384,1.014796,3729.513228
10310.377,1031.0377,0.020981,-0.988297,0.262436,1.022762,3729.542773
10339.92,1033.992,-0.098511,-0.941788,0.211823,0.970328,3729.572316
10369.463,1036.9463,-0.087616,-0.96936,0.171204,0.988254,3729.601859
10399.004,1039.9004,-0.123169,-0.939606,0.142105,0.95824,3729.6314
10428.548,1042.8548,-0.201248,-0.951767,0.142548,0.983199,3729.660944
10458.088,1045.8088,-0.118881,-1.004578,0.224152,1.036124,3729.690484
10487.631,1048.7631,0.035492,-0.916611,0.204102,0.93973,3729.720027
10517.174,1051.7174,-0.155472,-0.957184,0.25528,1.002766,3729.74957
10546.717,1054.6717,-0.343369,-1.021896,0.173279,1.091879,3729.779113
10576.26,1057.626,-0.012024,-1.004654,0.205017,1.02543,3729.808656
10605.793,1060.5793,0.281265,-1.285278,0.277969,1.344737,3729.838189
10635.345,1063.5345,0.398636,-0.8685,0.417328,1.042768,3729.867741
10664.888,1066.4888,0.292175,-0.776093,0.554428,0.997535,3729.897284
10694.43,1069.443,-0.51799,-1.030533,0.425034,1.229213,3729.926826
10723.976,1072.3976,-0.215332,-1.447815,0.459229,1.534088,3729.956372
10753.519,1075.3519,0.0802,-1.399689,-0.637589,1.540156,3729.985915
