time(ms),time(ds),x_accel,y_accel,z_accel,g_measured,TimeInterval
10369.699,1036.9699,-0.032501,-1.002136,0.199799,1.022376,3566.637002
10399.24,1039.924,-0.146576,-0.916702,0.08815,0.932522,3566.666543
10428.781,1042.8781,-0.21994,-0.97142,0.07666,0.998953,3566.696084
10458.322,1045.8322,-0.110214,-0.967316,0.149689,0.985014,3566.725625
10487.86,1048.786,-0.107742,-0.96727,0.174332,0.988742,3566.755163
10517.349,1051.7349,-0.158279,-0.97139,0.183411,1.001144,3566.784652
10546.888,1054.6888,-0.144653,-0.973495,0.169968,0.998753,3566.814191
10576.432,1057.6432,0.098755,-0.977036,0.218414,1.00601,3566.843735
10605.975,1060.5975,-0.110229,-0.93396,0.265884,0.977306,3566.873278
10635.516,1063.5516,-0.388687,-0.983704,0.288361,1.096313,3566.902819
10665.057,1066.5057,-0.001175,-1.004562,0.165573,1.018117,3566.93236
10694.597,1069.4597,0.118134,-1.052597,0.218765,1.081561,3566.9619
10724.12,1072.412,0.718079,-1.294968,0.236511,1.499505,3566.991423
10753.68,1075.368,0.130554,-0.913177,0.733994,1.178849,3567.020983
10783.218,1078.3218,-0.320724,-0.581619,0.708572,0.971195,3567.050521
10812.76,1081.276,0.152069,-0.848892,0.596725,1.048725,3567.080063
