time(ms),time(ds),locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,activityTimestamp_sinceReboot
290.744,29.0744,1478282460,37.35289344,-122.0352152,46.87988,0.82,329.0625,6,10,1478282461,-0.624803543,32.14533997,-24.8332901,45.73756409,32.27889252,10,20504.89977,0.358413696,0.410705566,-0.85736084,20504.88505,-0.20543598,0.030033533,-0.078646875,20504.89005,-2.036349595,0.396422147,-0.437383496,-0.109030761,-0.075181529,-0.078785405,-0.000529066,-0.017564865,-0.041051321,0.051959989,0.281947185,-0.837035802,0.466022543,0.349772245,0.423570722,-0.83561188,-1.229802132,34.43130875,-25.9296093,2,20501.83445
300.422,30.0422,1478282460,37.35289344,-122.0352152,46.87988,0.82,329.0625,6,10,1478282461,-0.520029068,32.45965576,-24.59867096,45.70948792,32.25081635,10,20504.90945,0.349502563,0.40083313,-0.849212646,20504.89504,-0.171276944,-0.007040865,-0.083298885,20504.90004,-2.036803732,0.395404483,-0.438470129,-0.07595142,-0.079415634,-0.080971606,0.009669511,-0.013849247,-0.021818679,0.05130544,0.28212882,-0.837124114,0.465826468,0.348744184,0.424554825,-0.835542142,-1.287834167,34.52906799,-25.79645538,2,20501.83445
310.094,31.0094,1478282460,37.35289344,-122.0352152,46.87988,0.82,329.0625,6,10,1478282461,-0.520029068,32.45965576,-24.59867096,45.70948792,32.25081635,10,20504.91912,0.341751099,0.398254395,-0.839996338,20504.89504,-0.171276944,-0.007040865,-0.083298885,20504.90004,-2.036803732,0.395404483,-0.438470129,-0.07595142,-0.079415634,-0.080971606,0.009669511,-0.013849247,-0.021818679,0.05130544,0.28212882,-0.837124114,0.465826468,0.348744184,0.424554825,-0.835542142,-1.287834167,34.52906799,-25.79645538,2,20501.83445
319.798,31.9798,1478282460,37.35289344,-122.0352152,46.87988,0.82,329.0625,6,10,1478282461,-0.904193878,32.42473221,-24.36405182,45.69820023,32.23952866,10,20504.92882,0.351959229,0.411514282,-0.822723389,20504.91503,-0.130701555,0.033270605,-0.075430576,20504.91003,-2.037525936,0.394525589,-0.439317286,-0.048284799,-0.050889298,-0.091367535,-0.00612023,-0.027067285,-0.004480325,0.050811375,0.282241382,-0.837280282,0.46553167,0.347871333,0.425321668,-0.835516036,-1.287834167,34.52906799,-25.79645538,2,20501.83445
329.487,32.9487,1478282460,37.35289344,-122.0352152,46.87988,0.82,329.0625,6,10,1478282461,-0.904193878,32.42473221,-24.36405182,45.69820023,32.23952866,10,20504.93851,0.349075317,0.411697388,-0.831634521,20504.92502,-0.159331868,0.062100656,-0.039902942,20504.93001,-2.037876786,0.393926158,-0.441043352,-0.099238761,0.008776133,-0.036307491,0.004871086,-0.015368925,0.012321848,0.050145505,0.282776961,-0.837306205,0.465232133,0.347088128,0.426883221,-0.835045218,-1.287834167,34.52906799,-25.79645538,2,20501.83445
339.167,33.9167,1478282460,37.35289344,-122.0352152,46.87988,0.82,329.0625,6,10,1478282461,-0.904193878,32.42473221,-24.36405182,45.69820023,32.23952866,10,20504.94819,0.341751099,0.412750244,-0.836883545,20504.93501,-0.186130193,0.093745401,-0.054523962,20504.93001,-2.037876786,0.393926158,-0.441043352,-0.099238761,0.008776133,-0.036307491,0.004871086,-0.015368925,0.012321848,0.050145505,0.282776961,-0.837306205,0.465232133,0.347088128,0.426883221,-0.835045218,-1.287834167,34.52906799,-25.79645538,2,20501.83445
348.836,34.8836,1478282460,37.35289344,-122.0352152,46.87988,0.82,329.0625,6,10,1478282461,-0.904193878,32.42473221,-24.36405182,45.69820023,32.23952866,10,20504.95786,0.34463501,0.417892456,-0.826568604,20504.945,-0.193712212,0.0618133,-0.077262564,20504.94001,-2.03797962,0.39398425,-0.442278192,-0.113266207,0.005407549,-0.061959874,-0.005182938,-0.015249312,-0.002345856,0.049852125,0.28327711,-0.837277538,0.465010934,0.34693405,0.427999556,-0.834537685,-1.428537369,34.59874725,-25.69548416,2,20501.83445
358.519,35.8519,1478282460,37.35289344,-122.0352152,46.87988,0.82,329.0625,6,10,1478282461,-0.904193878,32.42473221,-24.36405182,45.69820023,32.23952866,10,20504.96755,0.343002319,0.417648315,-0.812515259,20504.945,-0.193712212,0.0618133,-0.077262564,20504.94999,-2.038297312,0.393541226,-0.443640864,-0.114430428,-0.044522036,-0.084881179,-0.001705307,-0.011338256,0.007583289,0.049345079,0.283706039,-0.837305521,0.464753065,0.346340328,0.42923072,-0.834151864,-1.428537369,34.59874725,-25.69548416,2,20501.83445
368.199,36.8199,1478282460,37.35289344,-122.0352152,46.87988,0.82,329.0625,6,10,1478282461,-0.974042892,32.49458313,-24.56516266,45.7028656,32.24419403,10,20504.97723,0.341567993,0.411865234,-0.793945313,20504.96499,-0.204589095,-0.05078009,-0.126433839,20504.95998,-2.038879015,0.392427097,-0.445114364,-0.118810348,-0.101888575,-0.111079231,-0.002166178,-0.012912788,0.021436686,0.048564885,0.28401669,-0.837405814,0.464464718,0.345168501,0.430561095,-0.83395195,-1.480635643,34.65462112,-25.61712456,2,20501.83445
377.887,37.7887,1478282460,37.35289344,-122.0352152,46.87988,0.82,329.0625,6,10,1478282461,-0.974042892,32.49458313,-24.56516266,45.7028656,32.24419403,10,20504.98691,0.334014893,0.405960083,-0.775360107,20504.97498,-0.235630634,-0.096473809,-0.147169744,20504.96999,-2.039636082,0.39067941,-0.446825466,-0.138124347,-0.155011475,-0.135095626,-0.001861427,-0.020239612,0.03992616,0.047480666,0.284270733,-0.837550433,0.464160542,0.343429416,0.432104856,-0.833871484,-1.480635643,34.65462112,-25.61712456,2,20501.83445
